icd_version,icd_code,full_code,comorbid_type,description
DIAG-ICD9,11,1183,ptb,"Other specified pulmonary tuberculosis, tubercle bacilli found (in sputum) by microscopy"
DIAG-ICD9,11,1184,ptb,"Other specified pulmonary tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
DIAG-ICD9,11,1185,ptb,"Other specified pulmonary tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
DIAG-ICD9,11,1186,ptb,"Other specified pulmonary tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
DIAG-ICD9,11,119,ptb,"Pulmonary tuberculosis, unspecified, unspecified"
DIAG-ICD9,11,1191,ptb,"Pulmonary tuberculosis, unspecified, bacteriological or histological examination not done"
DIAG-ICD9,11,1192,ptb,"Pulmonary tuberculosis, unspecified, bacteriological or histological examination unknown (at present)"
DIAG-ICD9,11,1193,ptb,"Pulmonary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy"
DIAG-ICD9,11,1194,ptb,"Pulmonary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
DIAG-ICD9,11,1195,ptb,"Pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
DIAG-ICD9,11,1196,ptb,"Pulmonary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
DIAG-ICD9,12,12,ptb,"Tuberculous pleurisy, unspecified"
DIAG-ICD9,12,1201,ptb,"Tuberculous pleurisy, bacteriological or histological examination not done"
DIAG-ICD9,12,1202,ptb,"Tuberculous pleurisy, bacteriological or histological examination unknown (at present)"
DIAG-ICD9,12,1203,ptb,"Tuberculous pleurisy, tubercle bacilli found (in sputum) by microscopy"
DIAG-ICD9,12,1204,ptb,"Tuberculous pleurisy, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
DIAG-ICD9,12,1205,ptb,"Tuberculous pleurisy, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
DIAG-ICD9,12,1206,ptb,"Tuberculous pleurisy, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
DIAG-ICD9,12,122,ptb,"Isolated tracheal or bronchial tuberculosis, unspecified"
DIAG-ICD9,12,1221,ptb,"Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination not done"
DIAG-ICD9,12,1222,ptb,"Isolated tracheal or bronchial tuberculosis, bacteriological or histological examination unknown (at present)"
DIAG-ICD9,12,1223,ptb,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli found (in sputum) by microscopy"
DIAG-ICD9,12,1224,ptb,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
DIAG-ICD9,12,1225,ptb,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
DIAG-ICD9,12,1226,ptb,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
DIAG-ICD9,12,123,ptb,"Tuberculous laryngitis, unspecified"
DIAG-ICD9,12,1231,ptb,"Tuberculous laryngitis, bacteriological or histological examination not done"
DIAG-ICD9,12,1232,ptb,"Tuberculous laryngitis, bacteriological or histological examination unknown (at present)"
DIAG-ICD9,12,1233,ptb,"Tuberculous laryngitis, tubercle bacilli found (in sputum) by microscopy"
DIAG-ICD9,12,1234,ptb,"Tuberculous laryngitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
DIAG-ICD9,12,1235,ptb,"Tuberculous laryngitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
DIAG-ICD9,12,1236,ptb,"Tuberculous laryngitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
DIAG-ICD9,12,128,ptb,"Other specified respiratory tuberculosis, unspecified"
DIAG-ICD9,12,1281,ptb,"Other specified respiratory tuberculosis, bacteriological or histological examination not done"
DIAG-ICD9,12,1282,ptb,"Other specified respiratory tuberculosis, bacteriological or histological examination unknown (at present)"
DIAG-ICD9,12,1283,ptb,"Other specified respiratory tuberculosis, tubercle bacilli found (in sputum) by microscopy"
DIAG-ICD9,12,1284,ptb,"Other specified respiratory tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
DIAG-ICD9,12,1285,ptb,"Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
DIAG-ICD9,12,1286,ptb,"Other specified respiratory tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
DIAG-ICD10,A15,A150,ptb,Tuberculosis of lung
DIAG-ICD10,A15,A154,ptb,Tuberculosis of intrathoracic lymph nodes
DIAG-ICD10,A15,A155,ptb,"Tuberculosis of larynx, trachea and bronchus"
DIAG-ICD10,A15,A156,ptb,Tuberculous pleurisy
DIAG-ICD10,A15,A157,ptb,Primary respiratory tuberculosis
DIAG-ICD10,A15,A158,ptb,Other respiratory tuberculosis
DIAG-ICD10,A15,A159,ptb,Respiratory tuberculosis unspecified
DIAG-ICD9,443,4431,rheum,Thromboangiitis obliterans [Buerger's disease]
DIAG-ICD9,446,446,rheum,Polyarteritis nodosa
DIAG-ICD9,446,4464,rheum,Wegener's granulomatosis
DIAG-ICD9,446,4465,rheum,Giant cell arteritis
DIAG-ICD9,446,4466,rheum,Thrombotic microangiopathy
DIAG-ICD9,517,5172,rheum,Lung involvement in systemic sclerosis
DIAG-ICD9,695,6954,rheum,Lupus erythematosus
DIAG-ICD9,696,696,rheum,Psoriatic arthropathy
DIAG-ICD9,696,6961,rheum,Other psoriasis
DIAG-ICD9,696,6962,rheum,Parapsoriasis
DIAG-ICD9,696,6968,rheum,Other psoriasis and similar disorders
DIAG-ICD9,710,710,rheum,Systemic lupus erythematosus
DIAG-ICD9,710,7101,rheum,Systemic sclerosis
DIAG-ICD9,710,7102,rheum,Sicca syndrome
DIAG-ICD9,710,7103,rheum,Dermatomyositis
DIAG-ICD9,710,7104,rheum,Polymyositis
DIAG-ICD9,711,7111,rheum,"Arthropathy associated with Reiter's disease and nonspecific urethritis, site unspecified"
DIAG-ICD9,711,71111,rheum,"Arthropathy associated with Reiter's disease and nonspecific urethritis, shoulder region"
DIAG-ICD9,711,71112,rheum,"Arthropathy associated with Reiter's disease and nonspecific urethritis, upper arm"
DIAG-ICD9,711,71113,rheum,"Arthropathy associated with Reiter's disease and nonspecific urethritis, forearm"
DIAG-ICD9,711,71114,rheum,"Arthropathy associated with Reiter's disease and nonspecific urethritis, hand"
DIAG-ICD9,711,71115,rheum,"Arthropathy associated with Reiter's disease and nonspecific urethritis, pelvic region and thigh"
DIAG-ICD9,711,71116,rheum,"Arthropathy associated with Reiter's disease and nonspecific urethritis, lower leg"
DIAG-ICD9,711,71117,rheum,"Arthropathy associated with Reiter's disease and nonspecific urethritis, ankle and foot"
DIAG-ICD9,711,71118,rheum,"Arthropathy associated with Reiter's disease and nonspecific urethritis, other specified sites"
DIAG-ICD9,711,71119,rheum,"Arthropathy associated with Reiter's disease and nonspecific urethritis, multiple sites"
DIAG-ICD9,711,7112,rheum,"Arthropathy in Behcet's syndrome, site unspecified"
DIAG-ICD9,711,71121,rheum,"Arthropathy in Behcet's syndrome, shoulder region"
DIAG-ICD9,711,71122,rheum,"Arthropathy in Behcet's syndrome, upper arm"
DIAG-ICD9,711,71123,rheum,"Arthropathy in Behcet's syndrome, forearm"
DIAG-ICD9,711,71124,rheum,"Arthropathy in Behcet's syndrome, hand"
DIAG-ICD9,711,71125,rheum,"Arthropathy in Behcet's syndrome, pelvic region and thigh"
DIAG-ICD9,711,71126,rheum,"Arthropathy in Behcet's syndrome, lower leg"
DIAG-ICD9,711,71127,rheum,"Arthropathy in Behcet's syndrome, ankle and foot"
DIAG-ICD9,711,71128,rheum,"Arthropathy in Behcet's syndrome, other specified sites"
DIAG-ICD9,711,71129,rheum,"Arthropathy in Behcet's syndrome, multiple sites"
DIAG-ICD9,714,714,rheum,Rheumatoid arthritis
DIAG-ICD9,714,7142,rheum,Other rheumatoid arthritis with visceral or systemic involvement
DIAG-ICD9,714,7143,rheum,"Polyarticular juvenile rheumatoid arthritis, chronic or unspecified"
DIAG-ICD9,714,71431,rheum,"Polyarticular juvenile rheumatoid arthritis, acute"
DIAG-ICD9,714,71432,rheum,Pauciarticular juvenile rheumatoid arthritis
DIAG-ICD9,714,71433,rheum,Monoarticular juvenile rheumatoid arthritis
DIAG-ICD9,720,720,rheum,Ankylosing spondylitis
DIAG-ICD9,720,7201,rheum,Spinal enthesopathy
DIAG-ICD9,720,7202,rheum,"Sacroiliitis, not elsewhere classified"
DIAG-ICD9,720,72081,rheum,Inflammatory spondylopathies in diseases classified elsewhere
DIAG-ICD9,720,72089,rheum,Other inflammatory spondylopathies
DIAG-ICD9,720,7209,rheum,Unspecified inflammatory spondylopathy
DIAG-ICD9,99,993,rheum,Reiter's disease
DIAG-ICD10,L40,L4050,rheum,"Arthropathic psoriasis, unspecified"
DIAG-ICD10,L40,L4051,rheum,Distal interphalangeal psoriatic arthropathy
DIAG-ICD10,L40,L4052,rheum,Psoriatic arthritis mutilans
DIAG-ICD10,L40,L4053,rheum,Psoriatic spondylitis
DIAG-ICD10,L40,L4054,rheum,Psoriatic juvenile arthropathy
DIAG-ICD10,L40,L4059,rheum,Other psoriatic arthropathy
DIAG-ICD10,M05,M0510,rheum,Rheumatoid lung disease with rheumatoid arthritis of unspecified site
DIAG-ICD10,M05,M05111,rheum,Rheumatoid lung disease with rheumatoid arthritis of right shoulder
DIAG-ICD10,M05,M05112,rheum,Rheumatoid lung disease with rheumatoid arthritis of left shoulder
DIAG-ICD10,M05,M05119,rheum,Rheumatoid lung disease with rheumatoid arthritis of unspecified shoulder
DIAG-ICD10,M05,M05121,rheum,Rheumatoid lung disease with rheumatoid arthritis of right elbow
DIAG-ICD10,M05,M05122,rheum,Rheumatoid lung disease with rheumatoid arthritis of left elbow
DIAG-ICD10,M05,M05129,rheum,Rheumatoid lung disease with rheumatoid arthritis of unspecified elbow
DIAG-ICD10,M05,M05131,rheum,Rheumatoid lung disease with rheumatoid arthritis of right wrist
DIAG-ICD10,M05,M05132,rheum,Rheumatoid lung disease with rheumatoid arthritis of left wrist
DIAG-ICD10,M05,M05139,rheum,Rheumatoid lung disease with rheumatoid arthritis of unspecified wrist
DIAG-ICD10,M05,M05141,rheum,Rheumatoid lung disease with rheumatoid arthritis of right hand
DIAG-ICD10,M05,M05142,rheum,Rheumatoid lung disease with rheumatoid arthritis of left hand
DIAG-ICD10,M05,M05149,rheum,Rheumatoid lung disease with rheumatoid arthritis of unspecified hand
DIAG-ICD10,M05,M05151,rheum,Rheumatoid lung disease with rheumatoid arthritis of right hip
DIAG-ICD10,M05,M05152,rheum,Rheumatoid lung disease with rheumatoid arthritis of left hip
DIAG-ICD10,M05,M05159,rheum,Rheumatoid lung disease with rheumatoid arthritis of unspecified hip
DIAG-ICD10,M05,M05161,rheum,Rheumatoid lung disease with rheumatoid arthritis of right knee
DIAG-ICD10,M05,M05162,rheum,Rheumatoid lung disease with rheumatoid arthritis of left knee
DIAG-ICD10,M05,M05169,rheum,Rheumatoid lung disease with rheumatoid arthritis of unspecified knee
DIAG-ICD10,M05,M05171,rheum,Rheumatoid lung disease with rheumatoid arthritis of right ankle and foot
DIAG-ICD10,M05,M05172,rheum,Rheumatoid lung disease with rheumatoid arthritis of left ankle and foot
DIAG-ICD10,M05,M05179,rheum,Rheumatoid lung disease with rheumatoid arthritis of unspecified ankle and foot
DIAG-ICD10,M05,M0519,rheum,Rheumatoid lung disease with rheumatoid arthritis of multiple sites
DIAG-ICD10,M05,M0520,rheum,Rheumatoid vasculitis with rheumatoid arthritis of unspecified site
DIAG-ICD10,M05,M05211,rheum,Rheumatoid vasculitis with rheumatoid arthritis of right shoulder
DIAG-ICD10,M05,M05212,rheum,Rheumatoid vasculitis with rheumatoid arthritis of left shoulder
DIAG-ICD10,M05,M05219,rheum,Rheumatoid vasculitis with rheumatoid arthritis of unspecified shoulder
DIAG-ICD10,M05,M05221,rheum,Rheumatoid vasculitis with rheumatoid arthritis of right elbow
DIAG-ICD10,M05,M05222,rheum,Rheumatoid vasculitis with rheumatoid arthritis of left elbow
DIAG-ICD10,M05,M05229,rheum,Rheumatoid vasculitis with rheumatoid arthritis of unspecified elbow
DIAG-ICD10,M05,M05231,rheum,Rheumatoid vasculitis with rheumatoid arthritis of right wrist
DIAG-ICD10,M05,M05232,rheum,Rheumatoid vasculitis with rheumatoid arthritis of left wrist
DIAG-ICD10,M05,M05239,rheum,Rheumatoid vasculitis with rheumatoid arthritis of unspecified wrist
DIAG-ICD10,M05,M05241,rheum,Rheumatoid vasculitis with rheumatoid arthritis of right hand
DIAG-ICD10,M05,M05242,rheum,Rheumatoid vasculitis with rheumatoid arthritis of left hand
DIAG-ICD10,M05,M05249,rheum,Rheumatoid vasculitis with rheumatoid arthritis of unspecified hand
DIAG-ICD10,M05,M05251,rheum,Rheumatoid vasculitis with rheumatoid arthritis of right hip
DIAG-ICD10,M05,M05252,rheum,Rheumatoid vasculitis with rheumatoid arthritis of left hip
DIAG-ICD10,M05,M05259,rheum,Rheumatoid vasculitis with rheumatoid arthritis of unspecified hip
DIAG-ICD10,M05,M05261,rheum,Rheumatoid vasculitis with rheumatoid arthritis of right knee
DIAG-ICD10,M05,M05262,rheum,Rheumatoid vasculitis with rheumatoid arthritis of left knee
DIAG-ICD10,M05,M05269,rheum,Rheumatoid vasculitis with rheumatoid arthritis of unspecified knee
DIAG-ICD10,M05,M05271,rheum,Rheumatoid vasculitis with rheumatoid arthritis of right ankle and foot
DIAG-ICD10,M05,M05272,rheum,Rheumatoid vasculitis with rheumatoid arthritis of left ankle and foot
DIAG-ICD10,M05,M05279,rheum,Rheumatoid vasculitis with rheumatoid arthritis of unspecified ankle and foot
DIAG-ICD10,M05,M0529,rheum,Rheumatoid vasculitis with rheumatoid arthritis of multiple sites
DIAG-ICD10,M05,M0530,rheum,Rheumatoid heart disease with rheumatoid arthritis of unspecified site
DIAG-ICD10,M05,M05311,rheum,Rheumatoid heart disease with rheumatoid arthritis of right shoulder
DIAG-ICD10,M05,M05312,rheum,Rheumatoid heart disease with rheumatoid arthritis of left shoulder
DIAG-ICD10,M05,M05319,rheum,Rheumatoid heart disease with rheumatoid arthritis of unspecified shoulder
DIAG-ICD10,M05,M05321,rheum,Rheumatoid heart disease with rheumatoid arthritis of right elbow
DIAG-ICD10,M05,M05322,rheum,Rheumatoid heart disease with rheumatoid arthritis of left elbow
DIAG-ICD10,M05,M05329,rheum,Rheumatoid heart disease with rheumatoid arthritis of unspecified elbow
DIAG-ICD10,M05,M05331,rheum,Rheumatoid heart disease with rheumatoid arthritis of right wrist
DIAG-ICD10,M05,M05332,rheum,Rheumatoid heart disease with rheumatoid arthritis of left wrist
DIAG-ICD10,M05,M05339,rheum,Rheumatoid heart disease with rheumatoid arthritis of unspecified wrist
DIAG-ICD10,M05,M05341,rheum,Rheumatoid heart disease with rheumatoid arthritis of right hand
DIAG-ICD10,M05,M05342,rheum,Rheumatoid heart disease with rheumatoid arthritis of left hand
DIAG-ICD10,M05,M05349,rheum,Rheumatoid heart disease with rheumatoid arthritis of unspecified hand
DIAG-ICD10,M05,M05351,rheum,Rheumatoid heart disease with rheumatoid arthritis of right hip
DIAG-ICD10,M05,M05352,rheum,Rheumatoid heart disease with rheumatoid arthritis of left hip
DIAG-ICD10,M05,M05359,rheum,Rheumatoid heart disease with rheumatoid arthritis of unspecified hip
DIAG-ICD10,M05,M05361,rheum,Rheumatoid heart disease with rheumatoid arthritis of right knee
DIAG-ICD10,M05,M05362,rheum,Rheumatoid heart disease with rheumatoid arthritis of left knee
DIAG-ICD10,M05,M05369,rheum,Rheumatoid heart disease with rheumatoid arthritis of unspecified knee
DIAG-ICD10,M05,M05371,rheum,Rheumatoid heart disease with rheumatoid arthritis of right ankle and foot
DIAG-ICD10,M05,M05372,rheum,Rheumatoid heart disease with rheumatoid arthritis of left ankle and foot
DIAG-ICD10,M05,M05379,rheum,Rheumatoid heart disease with rheumatoid arthritis of unspecified ankle and foot
DIAG-ICD10,M05,M0539,rheum,Rheumatoid heart disease with rheumatoid arthritis of multiple sites
DIAG-ICD10,M05,M0540,rheum,Rheumatoid myopathy with rheumatoid arthritis of unspecified site
DIAG-ICD10,M05,M05411,rheum,Rheumatoid myopathy with rheumatoid arthritis of right shoulder
DIAG-ICD10,M05,M05412,rheum,Rheumatoid myopathy with rheumatoid arthritis of left shoulder
DIAG-ICD10,M05,M05419,rheum,Rheumatoid myopathy with rheumatoid arthritis of unspecified shoulder
DIAG-ICD10,M05,M05421,rheum,Rheumatoid myopathy with rheumatoid arthritis of right elbow
DIAG-ICD10,M05,M05422,rheum,Rheumatoid myopathy with rheumatoid arthritis of left elbow
DIAG-ICD10,M05,M05429,rheum,Rheumatoid myopathy with rheumatoid arthritis of unspecified elbow
DIAG-ICD10,M05,M05431,rheum,Rheumatoid myopathy with rheumatoid arthritis of right wrist
DIAG-ICD10,M05,M05432,rheum,Rheumatoid myopathy with rheumatoid arthritis of left wrist
DIAG-ICD10,M05,M05439,rheum,Rheumatoid myopathy with rheumatoid arthritis of unspecified wrist
DIAG-ICD10,M05,M05441,rheum,Rheumatoid myopathy with rheumatoid arthritis of right hand
DIAG-ICD10,M05,M05442,rheum,Rheumatoid myopathy with rheumatoid arthritis of left hand
DIAG-ICD10,M05,M05449,rheum,Rheumatoid myopathy with rheumatoid arthritis of unspecified hand
DIAG-ICD10,M05,M05451,rheum,Rheumatoid myopathy with rheumatoid arthritis of right hip
DIAG-ICD10,M05,M05452,rheum,Rheumatoid myopathy with rheumatoid arthritis of left hip
DIAG-ICD10,M05,M05459,rheum,Rheumatoid myopathy with rheumatoid arthritis of unspecified hip
DIAG-ICD10,M05,M05461,rheum,Rheumatoid myopathy with rheumatoid arthritis of right knee
DIAG-ICD10,M05,M05462,rheum,Rheumatoid myopathy with rheumatoid arthritis of left knee
DIAG-ICD10,M05,M05469,rheum,Rheumatoid myopathy with rheumatoid arthritis of unspecified knee
DIAG-ICD10,M05,M05471,rheum,Rheumatoid myopathy with rheumatoid arthritis of right ankle and foot
DIAG-ICD10,M05,M05472,rheum,Rheumatoid myopathy with rheumatoid arthritis of left ankle and foot
DIAG-ICD10,M05,M05479,rheum,Rheumatoid myopathy with rheumatoid arthritis of unspecified ankle and foot
DIAG-ICD10,M05,M0549,rheum,Rheumatoid myopathy with rheumatoid arthritis of multiple sites
DIAG-ICD10,M05,M0550,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified site
DIAG-ICD10,M05,M05511,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of right shoulder
DIAG-ICD10,M05,M05512,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of left shoulder
DIAG-ICD10,M05,M05519,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified shoulder
DIAG-ICD10,M05,M05521,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of right elbow
DIAG-ICD10,M05,M05522,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of left elbow
DIAG-ICD10,M05,M05529,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified elbow
DIAG-ICD10,M05,M05531,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of right wrist
DIAG-ICD10,M05,M05532,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of left wrist
DIAG-ICD10,M05,M05539,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified wrist
DIAG-ICD10,M05,M05541,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of right hand
DIAG-ICD10,M05,M05542,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of left hand
DIAG-ICD10,M05,M05549,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified hand
DIAG-ICD10,M05,M05551,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of right hip
DIAG-ICD10,M05,M05552,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of left hip
DIAG-ICD10,M05,M05559,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified hip
DIAG-ICD10,M05,M05561,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of right knee
DIAG-ICD10,M05,M05562,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of left knee
DIAG-ICD10,M05,M05569,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified knee
DIAG-ICD10,M05,M05571,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of right ankle and foot
DIAG-ICD10,M05,M05572,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of left ankle and foot
DIAG-ICD10,M05,M05579,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of unspecified ankle and foot
DIAG-ICD10,M05,M0559,rheum,Rheumatoid polyneuropathy with rheumatoid arthritis of multiple sites
DIAG-ICD10,M05,M0560,rheum,Rheumatoid arthritis of unspecified site with involvement of other organs and systems
DIAG-ICD10,M05,M05611,rheum,Rheumatoid arthritis of right shoulder with involvement of other organs and systems
DIAG-ICD10,M05,M05612,rheum,Rheumatoid arthritis of left shoulder with involvement of other organs and systems
DIAG-ICD10,M05,M05619,rheum,Rheumatoid arthritis of unspecified shoulder with involvement of other organs and systems
DIAG-ICD10,M05,M05621,rheum,Rheumatoid arthritis of right elbow with involvement of other organs and systems
DIAG-ICD10,M05,M05622,rheum,Rheumatoid arthritis of left elbow with involvement of other organs and systems
DIAG-ICD10,M05,M05629,rheum,Rheumatoid arthritis of unspecified elbow with involvement of other organs and systems
DIAG-ICD10,M05,M05631,rheum,Rheumatoid arthritis of right wrist with involvement of other organs and systems
DIAG-ICD10,M05,M05632,rheum,Rheumatoid arthritis of left wrist with involvement of other organs and systems
DIAG-ICD10,M05,M05639,rheum,Rheumatoid arthritis of unspecified wrist with involvement of other organs and systems
DIAG-ICD10,M05,M05641,rheum,Rheumatoid arthritis of right hand with involvement of other organs and systems
DIAG-ICD10,M05,M05642,rheum,Rheumatoid arthritis of left hand with involvement of other organs and systems
DIAG-ICD10,M05,M05649,rheum,Rheumatoid arthritis of unspecified hand with involvement of other organs and systems
DIAG-ICD10,M05,M05651,rheum,Rheumatoid arthritis of right hip with involvement of other organs and systems
DIAG-ICD10,M05,M05652,rheum,Rheumatoid arthritis of left hip with involvement of other organs and systems
DIAG-ICD10,M05,M05659,rheum,Rheumatoid arthritis of unspecified hip with involvement of other organs and systems
DIAG-ICD10,M05,M05661,rheum,Rheumatoid arthritis of right knee with involvement of other organs and systems
DIAG-ICD10,M05,M05662,rheum,Rheumatoid arthritis of left knee with involvement of other organs and systems
DIAG-ICD10,M05,M05669,rheum,Rheumatoid arthritis of unspecified knee with involvement of other organs and systems
DIAG-ICD10,M05,M05671,rheum,Rheumatoid arthritis of right ankle and foot with involvement of other organs and systems
DIAG-ICD10,M05,M05672,rheum,Rheumatoid arthritis of left ankle and foot with involvement of other organs and systems
DIAG-ICD10,M05,M05679,rheum,Rheumatoid arthritis of unspecified ankle and foot with involvement of other organs and systems
DIAG-ICD10,M05,M0569,rheum,Rheumatoid arthritis of multiple sites with involvement of other organs and systems
DIAG-ICD10,M05,M0570,rheum,Rheumatoid arthritis with rheumatoid factor of unspecified site without organ or systems involvement
DIAG-ICD10,M05,M05711,rheum,Rheumatoid arthritis with rheumatoid factor of right shoulder without organ or systems involvement
DIAG-ICD10,M05,M05712,rheum,Rheumatoid arthritis with rheumatoid factor of left shoulder without organ or systems involvement
DIAG-ICD10,M05,M05719,rheum,Rheumatoid arthritis with rheumatoid factor of unspecified shoulder without organ or systems involvement
DIAG-ICD10,M05,M05721,rheum,Rheumatoid arthritis with rheumatoid factor of right elbow without organ or systems involvement
DIAG-ICD10,M05,M05722,rheum,Rheumatoid arthritis with rheumatoid factor of left elbow without organ or systems involvement
DIAG-ICD10,M05,M05729,rheum,Rheumatoid arthritis with rheumatoid factor of unspecified elbow without organ or systems involvement
DIAG-ICD10,M05,M05731,rheum,Rheumatoid arthritis with rheumatoid factor of right wrist without organ or systems involvement
DIAG-ICD10,M05,M05732,rheum,Rheumatoid arthritis with rheumatoid factor of left wrist without organ or systems involvement
DIAG-ICD10,M05,M05739,rheum,Rheumatoid arthritis with rheumatoid factor of unspecified wrist without organ or systems involvement
DIAG-ICD10,M05,M05741,rheum,Rheumatoid arthritis with rheumatoid factor of right hand without organ or systems involvement
DIAG-ICD10,M05,M05742,rheum,Rheumatoid arthritis with rheumatoid factor of left hand without organ or systems involvement
DIAG-ICD10,M05,M05749,rheum,Rheumatoid arthritis with rheumatoid factor of unspecified hand without organ or systems involvement
DIAG-ICD10,M05,M05751,rheum,Rheumatoid arthritis with rheumatoid factor of right hip without organ or systems involvement
DIAG-ICD10,M05,M05752,rheum,Rheumatoid arthritis with rheumatoid factor of left hip without organ or systems involvement
DIAG-ICD10,M05,M05759,rheum,Rheumatoid arthritis with rheumatoid factor of unspecified hip without organ or systems involvement
DIAG-ICD10,M05,M05761,rheum,Rheumatoid arthritis with rheumatoid factor of right knee without organ or systems involvement
DIAG-ICD10,M05,M05762,rheum,Rheumatoid arthritis with rheumatoid factor of left knee without organ or systems involvement
DIAG-ICD10,M05,M05769,rheum,Rheumatoid arthritis with rheumatoid factor of unspecified knee without organ or systems involvement
DIAG-ICD10,M05,M05771,rheum,Rheumatoid arthritis with rheumatoid factor of right ankle and foot without organ or systems involvement
DIAG-ICD10,M05,M05772,rheum,Rheumatoid arthritis with rheumatoid factor of left ankle and foot without organ or systems involvement
DIAG-ICD10,M05,M05779,rheum,Rheumatoid arthritis with rheumatoid factor of unspecified ankle and foot without organ or systems involvement
DIAG-ICD10,M05,M0579,rheum,Rheumatoid arthritis with rheumatoid factor of multiple sites without organ or systems involvement
DIAG-ICD10,M05,M0580,rheum,Other rheumatoid arthritis with rheumatoid factor of unspecified site
DIAG-ICD10,M05,M05811,rheum,Other rheumatoid arthritis with rheumatoid factor of right shoulder
DIAG-ICD10,M05,M05812,rheum,Other rheumatoid arthritis with rheumatoid factor of left shoulder
DIAG-ICD10,M05,M05819,rheum,Other rheumatoid arthritis with rheumatoid factor of unspecified shoulder
DIAG-ICD10,M05,M05821,rheum,Other rheumatoid arthritis with rheumatoid factor of right elbow
DIAG-ICD10,M05,M05822,rheum,Other rheumatoid arthritis with rheumatoid factor of left elbow
DIAG-ICD10,M05,M05829,rheum,Other rheumatoid arthritis with rheumatoid factor of unspecified elbow
DIAG-ICD10,M05,M05831,rheum,Other rheumatoid arthritis with rheumatoid factor of right wrist
DIAG-ICD10,M05,M05832,rheum,Other rheumatoid arthritis with rheumatoid factor of left wrist
DIAG-ICD10,M05,M05839,rheum,Other rheumatoid arthritis with rheumatoid factor of unspecified wrist
DIAG-ICD10,M05,M05841,rheum,Other rheumatoid arthritis with rheumatoid factor of right hand
DIAG-ICD10,M05,M05842,rheum,Other rheumatoid arthritis with rheumatoid factor of left hand
DIAG-ICD10,M05,M05849,rheum,Other rheumatoid arthritis with rheumatoid factor of unspecified hand
DIAG-ICD10,M05,M05851,rheum,Other rheumatoid arthritis with rheumatoid factor of right hip
DIAG-ICD10,M05,M05852,rheum,Other rheumatoid arthritis with rheumatoid factor of left hip
DIAG-ICD10,M05,M05859,rheum,Other rheumatoid arthritis with rheumatoid factor of unspecified hip
DIAG-ICD10,M05,M05861,rheum,Other rheumatoid arthritis with rheumatoid factor of right knee
